spec_id,column,DDF_unit,inverse,show,parametertype_id,DDF_target_value,param_name,DDF_type,color,operator,value,linker,operator2,value2,regex_filter,text,translations
,0,,0,1,10917,,Mephosfolan,perfect,green,,,,,,,,
,0,,0,1,10918,,Monocrotophos,perfect,green,,,,,,,,
,0,,0,1,10919,,Mepronil,perfect,green,,,,,,,,
,0,,0,1,10920,,Monolinuron,perfect,green,,,,,,,,
,0,,0,1,10921,,Meptyldinocap,perfect,green,,,,,,,,
,0,,0,1,10922,,Monuron,perfect,green,,,,,,,,
,0,,0,1,10923,,Mesosulfuron-methyl,perfect,green,,,,,,,,
,0,,0,1,10924,,Morphothion,perfect,green,,,,,,,,
,0,,0,1,10925,,Metaflumi zone,perfect,green,,,,,,,,
,0,,0,1,10926,,Myclobutanil,perfect,green,,,,,,,,
,0,,0,1,10927,,Metalaxyl/Metalaxyl-M,perfect,green,,,,,,,,
,0,,0,1,10928,,Napropamide,perfect,green,,,,,,,,
,0,,0,1,10929,,Metamitron,perfect,green,,,,,,,,
,0,,0,1,10930,,Neburon,perfect,green,,,,,,,,
,0,,0,1,10931,,Metazachlor,perfect,green,,,,,,,,
,0,,0,1,10932,,Nitenpyram,perfect,green,,,,,,,,
,0,,0,1,10933,,Metconazole,perfect,green,,,,,,,,
,0,,0,1,10934,,Nitralin,perfect,green,,,,,,,,
,0,,0,1,10935,,Methabenzthiazuron,perfect,green,,,,,,,,
,0,,0,1,10936,,Nitrapyrin,perfect,green,,,,,,,,
,0,,0,1,10937,,Methacrifos,perfect,green,,,,,,,,
,0,,0,1,10938,,Nitrofen,perfect,green,,,,,,,,
,0,,0,1,10939,,Methamidophos,perfect,green,,,,,,,,
,0,,0,1,10940,,Nitrothal Isopropyl,perfect,green,,,,,,,,
,0,,0,1,10941,,Methidathion,perfect,green,,,,,,,,
,0,,0,1,10942,,Non-chlorine,perfect,green,,,,,,,,
,0,,0,1,10943,,Methiocarb,perfect,green,,,,,,,,
,0,,0,1,10944,,Norflurazon,perfect,green,,,,,,,,
,0,,0,1,10945,,Methiocarb sulfone,perfect,green,,,,,,,,
,0,,0,1,10946,,Novaluron,perfect,green,,,,,,,,
,0,,0,1,10947,,Methiocarb sulfoxide,perfect,green,,,,,,,,
,0,,0,1,10948,,Nuarimol,perfect,green,,,,,,,,
,0,,0,1,10949,,Methomyl,perfect,green,,,,,,,,
,0,,0,1,10950,,Octachlorostyrene,perfect,green,,,,,,,,
,0,,0,1,10951,,Methoprotryne,perfect,green,,,,,,,,
,0,,0,1,10952,,Ofurace,perfect,green,,,,,,,,
,0,,0,1,10953,,Methothrin,perfect,green,,,,,,,,
,0,,0,1,10954,,Omethoat,perfect,green,,,,,,,,
,0,,0,1,10955,,Methoxychlorine,perfect,green,,,,,,,,
,0,,0,1,10956,,Oxadiazone,perfect,green,,,,,,,,
,0,,0,1,10957,,Oxadixyl,perfect,green,,,,,,,,
,0,,0,1,10958,,Methoxyfenocide,perfect,green,,,,,,,,
,0,,0,1,10959,,Oxamyl,perfect,green,,,,,,,,
,0,,0,1,10960,,Metobromuron,perfect,green,,,,,,,,
,0,,0,1,10961,,Oxathiapiproline,perfect,green,,,,,,,,
,0,,0,1,10962,,Metolachlor/S-metolachlor,perfect,green,,,,,,,,
,0,,0,1,10963,,Oxycarboxin,perfect,green,,,,,,,,
,0,,0,1,10964,,Metolcarb,perfect,green,,,,,,,,
,0,,0,1,10965,,Oxydemeton-methyl,perfect,green,,,,,,,,
,0,,0,1,10966,,Metosulam,perfect,green,,,,,,,,
,0,,0,1,10967,,Metoxuron,perfect,green,,,,,,,,
,0,,0,1,10968,,Oxyfluorfen,perfect,green,,,,,,,,
,0,,0,1,10969,,Metrafenone,perfect,green,,,,,,,,
,0,,0,1,10970,,Paclobutrazol,perfect,green,,,,,,,,
,0,,0,1,10971,,Metribuzin,perfect,green,,,,,,,,
,0,,0,1,10972,,Paraoxone ethyl,perfect,green,,,,,,,,
,0,,0,1,10973,,Metsulfuron-methyl,perfect,green,,,,,,,,
,0,,0,1,10974,,Mevinphos,perfect,green,,,,,,,,
,0,,0,1,10975,,Paraoxon-methyl,perfect,green,,,,,,,,
,0,,0,1,10976,,Milbemectin-A3,perfect,green,,,,,,,,
,0,,0,1,10977,,Parathion ethyl,perfect,green,,,,,,,,
,0,,0,1,10978,,Milbemectin-A4,perfect,green,,,,,,,,
,0,,0,1,10979,,Mirex,perfect,green,,,,,,,,
,0,,0,1,10980,,Parathion-methyl,perfect,green,,,,,,,,
,0,,0,1,10981,,Molinates,perfect,green,,,,,,,,
,0,,0,1,10986,,Monalid,perfect,green,,,,,,,,
,0,,0,1,10987,,Pebulat,perfect,green,,,,,,,,
,0,,0,1,10988,,Penconazole,perfect,green,,,,,,,,
,0,,0,1,10989,,Pirimicarb,perfect,green,,,,,,,,
,0,,0,1,10990,,Pencycuron,perfect,green,,,,,,,,
,0,,0,1,10991,,Pirimiphos ethyl,perfect,green,,,,,,,,
,0,,0,1,10992,,Pencycuron-PB-amine,perfect,green,,,,,,,,
,0,,0,1,10993,,Pirimiphos-methyl,perfect,green,,,,,,,,
,0,,0,1,10994,,Pendimethalin,perfect,green,,,,,,,,
,0,,0,1,10995,,Plifenat,perfect,green,,,,,,,,
,0,,0,1,10996,,Penflufen,perfect,green,,,,,,,,
,0,,0,1,10997,,Prallethrin,perfect,green,,,,,,,,
,0,,0,1,10998,,Pentachloroaniline,perfect,green,,,,,,,,
,0,,0,1,10999,,Pentachloroanisole,perfect,green,,,,,,,,
,0,,0,1,11000,,Pretilachlor,perfect,green,,,,,,,,
,0,,0,1,11001,,Pentachlorobenzene,perfect,green,,,,,,,,
,0,,0,1,11002,,Primisulfuron-methyl,perfect,green,,,,,,,,
,0,,0,1,11003,,Pentachlorobenzonitrile,perfect,green,,,,,,,,
,0,,0,1,11004,,Prochloraz,perfect,green,,,,,,,,
,0,,0,1,11005,,Pentachlorothioanisole,perfect,green,,,,,,,,
,0,,0,1,11006,,Procymidone,perfect,green,,,,,,,,
,0,,0,1,11007,,Profenofos,perfect,green,,,,,,,,
,0,,0,1,11008,,Penthiopy wheel,perfect,green,,,,,,,,
,0,,0,1,11009,,Profluralin,perfect,green,,,,,,,,
,0,,0,1,11010,,Permethrin,perfect,green,,,,,,,,
,0,,0,1,11011,,Promecarb,perfect,green,,,,,,,,
,0,,0,1,11012,,Perthan,perfect,green,,,,,,,,
,0,,0,1,11013,,Prometryn,perfect,green,,,,,,,,
,0,,0,1,11014,,Pethoxamide,perfect,green,,,,,,,,
,0,,0,1,11015,,Propamocarb,perfect,green,,,,,,,,
,0,,0,1,11016,,Phenkapton,perfect,green,,,,,,,,
,0,,0,1,11017,,Propanil,perfect,green,,,,,,,,
,0,,0,1,11018,,Phenmedipham,perfect,green,,,,,,,,
,0,,0,1,11019,,Propaphos,perfect,green,,,,,,,,
,0,,0,1,11020,,Phenothrin,perfect,green,,,,,,,,
,0,,0,1,11021,,Propaquizafop,perfect,green,,,,,,,,
,0,,0,1,11022,,Phenthoate,perfect,green,,,,,,,,
,0,,0,1,11023,,Propargite,perfect,green,,,,,,,,
,0,,0,1,11024,,Propazine,perfect,green,,,,,,,,
,0,,0,1,11025,,"Phenylphenol, ortho",perfect,green,,,,,,,,
,0,,0,1,11026,,Propetamphos,perfect,green,,,,,,,,
,0,,0,1,11027,,Propham,perfect,green,,,,,,,,
,0,,0,1,11028,,Phorate,perfect,green,,,,,,,,
,0,,0,1,11029,,Phorate oxone,perfect,green,,,,,,,,
,0,,0,1,11030,,Propiconazole,perfect,green,,,,,,,,
,0,,0,1,11031,,Phorate oxon sulfone,perfect,green,,,,,,,,
,0,,0,1,11032,,Propisochlorine,perfect,green,,,,,,,,
,0,,0,1,11033,,Phorate sulfone,perfect,green,,,,,,,,
,0,,0,1,11034,,Propoxur,perfect,green,,,,,,,,
,0,,0,1,11035,,Phosalon,perfect,green,,,,,,,,
,0,,0,1,11036,,Propoxycarbazone,perfect,green,,,,,,,,
,0,,0,1,11037,,Phosfolan,perfect,green,,,,,,,,
,0,,0,1,11038,,"Propoxycarbazone, 2-hydroxy",perfect,green,,,,,,,,
,0,,0,1,11039,,Phosmet,perfect,green,,,,,,,,
,0,,0,1,11040,,Propyzamide,perfect,green,,,,,,,,
,0,,0,1,11041,,Proquinazid,perfect,green,,,,,,,,
,0,,0,1,11042,,Phosmet-Oxon,perfect,green,,,,,,,,
,0,,0,1,11043,,Phosphamidon,perfect,green,,,,,,,,
,0,,0,1,11044,,Prosulfocarb,perfect,green,,,,,,,,
,0,,0,1,11045,,Phoxim,perfect,green,,,,,,,,
,0,,0,1,11047,,Picolinfen,perfect,green,,,,,,,,
,0,,0,1,11049,,Picoxystrobin,perfect,green,,,,,,,,
,0,,0,1,11050,,Prothiofos,perfect,green,,,,,,,,
,0,,0,1,11051,,Piperonyl butoxide,perfect,green,,,,,,,,
,0,,0,1,11052,,Prothoat,perfect,green,,,,,,,,
,0,,0,1,11053,,Pydiflumetofen,perfect,green,,,,,,,,
,0,,0,1,11058,,Piperophos,perfect,green,,,,,,,,
,0,,0,1,11059,,Pyflubumide,perfect,green,,,,,,,,
,0,,0,1,11060,,"Pyflubumide, -des(2-methyl-1oxopropyl)",perfect,green,,,,,,,,
,0,,0,1,11061,,Silafluofen,perfect,green,,,,,,,,
,0,,0,1,11062,,Pymetrozine,perfect,green,,,,,,,,
,0,,0,1,11063,,Pyraclofos,perfect,green,,,,,,,,
,0,,0,1,11064,,Silthiofam,perfect,green,,,,,,,,
,0,,0,1,11065,,Pyraclostrobin,perfect,green,,,,,,,,
,0,,0,1,11066,,Simazine,perfect,green,,,,,,,,
,0,,0,1,11067,,Pyraflufen ethyl,perfect,green,,,,,,,,
,0,,0,1,11068,,Simeconazole,perfect,green,,,,,,,,
,0,,0,1,11069,,Pyrazophos,perfect,green,,,,,,,,
,0,,0,1,11070,,Spinetoram,perfect,green,,,,,,,,
,0,,0,1,11071,,Spinosad,perfect,green,,,,,,,,
,0,,0,1,11072,,Pyridaben,perfect,green,,,,,,,,
,0,,0,1,11073,,Pyridafol,perfect,green,,,,,,,,
,0,,0,1,11074,,Spirodiclofen,perfect,green,,,,,,,,
,0,,0,1,11075,,Spiromesifen,perfect,green,,,,,,,,
,0,,0,1,11076,,Pyridalyl,perfect,green,,,,,,,,
,0,,0,1,11077,,Spirotetramat,perfect,green,,,,,,,,
,0,,0,1,11078,,Pyridaphenthione,perfect,green,,,,,,,,
,0,,0,1,11079,,"Spirotetramat, -enol",perfect,green,,,,,,,,
,0,,0,1,11080,,Pyridate,perfect,green,,,,,,,,
,0,,0,1,11081,,Pyrifenox,perfect,green,,,,,,,,
,0,,0,1,11082,,"Spirotetramat, -ketohydroxy",perfect,green,,,,,,,,
,0,,0,1,11083,,Pyrifluquinazone,perfect,green,,,,,,,,
,0,,0,1,11084,,"Spirotetramat, -monohydroxy",perfect,green,,,,,,,,
,0,,0,1,11085,,Pyrimethanil,perfect,green,,,,,,,,
,0,,0,1,11086,,Spiroxamine,perfect,green,,,,,,,,
,0,,0,1,11087,,Pyrimidifen,perfect,green,,,,,,,,
,0,,0,1,11088,,Sulfallat,perfect,green,,,,,,,,
,0,,0,1,11089,,Pyrimidate,perfect,green,,,,,,,,
,0,,0,1,11090,,Sulfentrazone,perfect,green,,,,,,,,
,0,,0,1,11091,,Pyriproxyfen,perfect,green,,,,,,,,
,0,,0,1,11092,,Sulfosulfuron,perfect,green,,,,,,,,
,0,,0,1,11093,,Pyroxsulam,perfect,green,,,,,,,,
,0,,0,1,11094,,Sulfotep,perfect,green,,,,,,,,
,0,,0,1,11095,,Quinalphos,perfect,green,,,,,,,,
,0,,0,1,11096,,Sulfoxaflor,perfect,green,,,,,,,,
,0,,0,1,11097,,Quinoclamine,perfect,green,,,,,,,,
,0,,0,1,11098,,Sulprofos,perfect,green,,,,,,,,
,0,,0,1,11099,,Quinoxyfen,perfect,green,,,,,,,,
,0,,0,1,11100,,TEPP,perfect,green,,,,,,,,
,0,,0,1,11101,,Quintozene,perfect,green,,,,,,,,
,0,,0,1,11103,,Quizalofop ethyl,perfect,green,,,,,,,,
,0,,0,1,11104,,Tebuconazole,perfect,green,,,,,,,,
,0,,0,1,11105,,Quizalofop-P-Tefuryl,perfect,green,,,,,,,,
,0,,0,1,11106,,Tebufenocide,perfect,green,,,,,,,,
,0,,0,1,11107,,Tebufenpyrad,perfect,green,,,,,,,,
,0,,0,1,11108,,Tebupirimfos,perfect,green,,,,,,,,
,0,,0,1,11109,,Rimsulfuron,perfect,green,,,,,,,,
,0,,0,1,11110,,Tebutam,perfect,green,,,,,,,,
,0,,0,1,11111,,rotenone,perfect,green,,,,,,,,
,0,,0,1,11112,,Tebuthiuron,perfect,green,,,,,,,,
,0,,0,1,11113,,Tecnazen,perfect,green,,,,,,,,
,0,,0,1,11114,,S-421,perfect,green,,,,,,,,
,0,,0,1,11115,,Teflubenzuron,perfect,green,,,,,,,,
,0,,0,1,11116,,Sebutylazine,perfect,green,,,,,,,,
,0,,0,1,11117,,Tefluthrin,perfect,green,,,,,,,,
,0,,0,1,11118,,Sedaxan,perfect,green,,,,,,,,
,0,,0,1,11119,,Tepraloxydim,perfect,green,,,,,,,,
,0,,0,1,11120,,Sethoxydim,perfect,green,,,,,,,,
,0,,0,1,11121,,Terbacil,perfect,green,,,,,,,,
,0,,0,1,11125,,Terbufos,perfect,green,,,,,,,,
,0,,0,1,11126,,Terbumeton,perfect,green,,,,,,,,
,0,,0,1,11127,,"Trichlorobenzene, 1,2,3",perfect,green,,,,,,,,
,0,,0,1,11128,,Terbuthylazine,perfect,green,,,,,,,,
,0,,0,1,11129,,"Trichlorobenzene, 1,2,4-",perfect,green,,,,,,,,
,0,,0,1,11130,,Terbutryn,perfect,green,,,,,,,,
,0,,0,1,11131,,"Trichlorobenzene, 1,3,5",perfect,green,,,,,,,,
,0,,0,1,11132,,Tetrachlorvinphos,perfect,green,,,,,,,,
,0,,0,1,11133,,Trichlorfon,perfect,green,,,,,,,,
,0,,0,1,11134,,Tetraconazole,perfect,green,,,,,,,,
,0,,0,1,11135,,Trichloronate,perfect,green,,,,,,,,
,0,,0,1,11136,,Tetradifone,perfect,green,,,,,,,,
,0,,0,1,11137,,Tricyclazole,perfect,green,,,,,,,,
,0,,0,1,11138,,Tridemorph,perfect,green,,,,,,,,
,0,,0,1,11139,,Tetramethrin,perfect,green,,,,,,,,
,0,,0,1,11140,,Trifenmorph,perfect,green,,,,,,,,
,0,,0,1,11141,,Tetrasul,perfect,green,,,,,,,,
,0,,0,1,11142,,Trifloxystrobin,perfect,green,,,,,,,,
,0,,0,1,11143,,Thenyl chlorine,perfect,green,,,,,,,,
,0,,0,1,11144,,Trifloxysulfuron,perfect,green,,,,,,,,
,0,,0,1,11145,,Thiabendazole,perfect,green,,,,,,,,
,0,,0,1,11146,,Triflumizole,perfect,green,,,,,,,,
,0,,0,1,11147,,Thiacloprid,perfect,green,,,,,,,,
,0,,0,1,11148,,Triflumuron,perfect,green,,,,,,,,
,0,,0,1,11149,,Thiamethoxam,perfect,green,,,,,,,,
,0,,0,1,11150,,Trifluralin,perfect,green,,,,,,,,
,0,,0,1,11151,,Thifensulfuron-methyl,perfect,green,,,,,,,,
,0,,0,1,11152,,Triforin,perfect,green,,,,,,,,
,0,,0,1,11153,,Thiobencarb,perfect,green,,,,,,,,
,0,,0,1,11154,,Trimethacarb,perfect,green,,,,,,,,
,0,,0,1,11155,,Thiodicarb,perfect,green,,,,,,,,
,0,,0,1,11156,,Triticonazole,perfect,green,,,,,,,,
,0,,0,1,11157,,Thiofanox,perfect,green,,,,,,,,
,0,,0,1,11158,,Tritosulfuron,perfect,green,,,,,,,,
,0,,0,1,11159,,Thiometon,perfect,green,,,,,,,,
,0,,0,1,11160,,Uniconazole,perfect,green,,,,,,,,
,0,,0,1,11161,,Thionazine,perfect,green,,,,,,,,
,0,,0,1,11162,,Valifenalate,perfect,green,,,,,,,,
,0,,0,1,11163,,Vamidothion,perfect,green,,,,,,,,
,0,,0,1,11164,,Thiophanate-methyl,perfect,green,,,,,,,,
,0,,0,1,11165,,Vinclozolin,perfect,green,,,,,,,,
,0,,0,1,11166,,Tioxazafen,perfect,green,,,,,,,,
,0,,0,1,11167,,Zoxamide,perfect,green,,,,,,,,
,0,,0,1,11168,,Tolclofos-methyl,perfect,green,,,,,,,,
,0,,0,1,11169,,Tolfenpyrad,perfect,green,,,,,,,,
,0,,0,1,11170,,Tolylfluanid,perfect,green,,,,,,,,
,0,,0,1,11171,,Tralkoxydim,perfect,green,,,,,,,,
,0,,0,1,11172,,Transfluthrin,perfect,green,,,,,,,,
,0,,0,1,11173,,Triadimefon,perfect,green,,,,,,,,
,0,,0,1,11174,,Triadimenol,perfect,green,,,,,,,,
,0,,0,1,11175,,Triallate,perfect,green,,,,,,,,
,0,,0,1,11176,,Triasulfuron,perfect,green,,,,,,,,
,0,,0,1,11177,,Triazamate,perfect,green,,,,,,,,
,0,,0,1,11178,,Triazophos,perfect,green,,,,,,,,
,0,,0,1,11179,,Triazoxide,perfect,green,,,,,,,,
,0,,0,1,11180,,Tribenuron-methyl,perfect,green,,,,,,,,
,0,,0,1,11181,,Tribufos,perfect,green,,,,,,,,
,0,,0,1,11183,,Clothianidin,perfect,green,,,,,,,,
,0,,0,1,11184,,"Spirotetramat, -enol glucoside",perfect,green,,,,,,,,
,0,,0,1,11242,,"Benzyladenin, 6-",perfect,green,,,,,,,,
,0,,0,1,11263,,Bifenthrin,perfect,green,,,,,,,,
,0,,0,1,11295,,"DDT-p,p",perfect,green,,,,,,,,
,0,,0,1,11323,,Fenvalerate/esfenvalerate,perfect,green,,,,,,,,
,0,,0,1,11326,,Tau-fluvalinate,perfect,green,,,,,,,,
,0,,0,1,11343,,Hexythiazox,perfect,green,,,,,,,,
,0,,0,1,11416,,Prochloraz metabolite BTS44595,perfect,green,,,,,,,,
,0,,0,1,11417,,Prochloraz metabolite BTS44596,perfect,green,,,,,,,,
,0,,0,1,11425,,Prothioconazole,perfect,green,,,,,,,,
,0,,0,1,11426,,Prothioconazole (Prothioconazole-Desthio),perfect,green,,,,,,,,
,0,,0,1,11886,,Pyrethrins,perfect,green,,,,,,,,
,0,,0,1,11887,,Resmethrin,perfect,green,,,,,,,,
,0,,0,1,11888,,Chlorothalonil-4-hydroxy,perfect,green,,,,,,,,
